client,time,latency
0,22:16:55,30.198
0,22:16:55,19.394
0,22:16:55,19.495
0,22:16:55,17.946
0,22:16:55,16.691
0,22:16:55,18.189
0,22:16:55,15.926
0,22:16:55,17.243
0,22:16:55,15.826
0,22:16:55,16.264
0,22:16:55,16.577
0,22:16:55,17.000
0,22:16:55,16.311
0,22:16:55,15.275
0,22:16:55,16.810
0,22:16:55,17.981
0,22:16:55,16.303
0,22:16:55,13.968
0,22:16:55,15.784
0,22:16:55,14.335
0,22:16:55,16.190
0,22:16:56,14.531
0,22:16:56,17.207
0,22:16:56,15.443
0,22:16:56,12.871
0,22:16:56,15.980
0,22:16:56,15.480
0,22:16:56,14.736
0,22:16:56,14.300
0,22:16:56,14.073
0,22:16:56,14.220
0,22:16:56,13.976
0,22:16:56,14.625
0,22:16:56,13.017
0,22:16:56,12.947
0,22:16:56,14.872
0,22:16:56,13.238
0,22:16:56,13.716
0,22:16:56,13.590
0,22:16:56,12.988
0,22:16:56,12.608
0,22:16:56,11.508
0,22:16:56,16.175
0,22:16:56,12.730
0,22:16:56,13.351
0,22:16:56,17.754
0,22:16:56,13.659
0,22:16:56,14.007
0,22:16:56,12.769
0,22:16:56,11.664
0,22:16:56,11.336
0,22:16:56,12.816
0,22:16:56,14.569
0,22:16:56,12.119
0,22:16:56,11.602
0,22:16:56,12.276
0,22:16:56,11.607
0,22:16:56,13.234
0,22:16:56,13.331
0,22:16:56,11.010
0,22:16:56,11.244
0,22:16:56,11.456
0,22:16:56,11.902
0,22:16:56,11.754
0,22:16:56,11.168
0,22:16:56,11.335
0,22:16:56,11.559
0,22:16:56,9.452
0,22:16:56,10.520
0,22:16:56,10.352
0,22:16:56,10.364
0,22:16:56,11.681
0,22:16:56,10.910
0,22:16:56,10.218
0,22:16:56,10.819
0,22:16:56,10.027
0,22:16:56,11.185
0,22:16:56,10.608
0,22:16:56,10.990
0,22:16:56,10.540
0,22:16:56,10.515
0,22:16:56,10.055
0,22:16:56,9.224
0,22:16:56,10.127
0,22:16:56,8.851
0,22:16:56,9.239
0,22:16:56,8.458
0,22:16:56,8.620
0,22:16:56,10.321
0,22:16:56,9.259
0,22:16:56,9.175
0,22:16:56,10.356
0,22:16:56,9.987
0,22:16:56,8.845
0,22:16:56,9.333
0,22:16:56,9.392
0,22:16:56,9.991
0,22:16:56,9.520
0,22:16:56,10.024
0,22:16:56,10.551
0,22:16:56,8.992
0,22:16:56,9.219
0,22:16:56,9.150
0,22:16:56,9.688
0,22:16:57,8.784
0,22:16:57,9.289
0,22:16:57,9.370
0,22:16:57,9.359
0,22:16:57,8.936
0,22:16:57,8.648
0,22:16:57,8.888
0,22:16:57,9.584
0,22:16:57,9.612
0,22:16:57,8.535
0,22:16:57,8.259
0,22:16:57,9.512
0,22:16:57,9.173
0,22:16:57,9.321
0,22:16:57,7.127
0,22:16:57,7.584
0,22:16:57,7.119
0,22:16:57,7.534
0,22:16:57,8.789
0,22:16:57,7.922
0,22:16:57,7.609
0,22:16:57,8.124
0,22:16:57,6.773
0,22:16:57,7.109
0,22:16:57,7.707
0,22:16:57,8.186
0,22:16:57,7.992
0,22:16:57,8.234
0,22:16:57,8.562
0,22:16:57,7.006
0,22:16:57,6.609
0,22:16:57,6.645
0,22:16:57,8.087
0,22:16:57,7.551
0,22:16:57,7.393
0,22:16:57,6.903
0,22:16:57,7.287
0,22:16:57,7.075
0,22:16:57,6.862
0,22:16:57,6.750
0,22:16:57,7.011
0,22:16:57,7.503
0,22:16:57,7.089
0,22:16:57,7.570
0,22:16:57,7.510
0,22:16:57,7.581
0,22:16:57,7.124
0,22:16:57,7.509
0,22:16:57,7.439
0,22:16:57,6.837
0,22:16:57,7.151
0,22:16:57,7.209
0,22:16:57,7.536
0,22:16:57,7.878
0,22:16:57,7.250
0,22:16:57,6.545
0,22:16:57,6.788
0,22:16:57,6.659
0,22:16:57,6.725
