client,time,latency
0,22:41:37,31.763
0,22:41:37,21.084
0,22:41:37,18.375
0,22:41:37,19.571
0,22:41:37,19.147
0,22:41:37,19.449
0,22:41:37,18.066
0,22:41:37,19.380
0,22:41:37,18.784
0,22:41:37,15.850
0,22:41:37,17.939
0,22:41:37,18.748
0,22:41:37,19.987
0,22:41:37,18.196
0,22:41:37,20.026
0,22:41:37,19.612
0,22:41:37,18.709
0,22:41:37,17.465
0,22:41:37,16.252
0,22:41:37,18.806
0,22:41:37,18.996
0,22:41:37,18.028
0,22:41:37,17.775
0,22:41:37,18.317
0,22:41:37,18.252
0,22:41:37,16.142
0,22:41:37,17.438
0,22:41:37,17.746
0,22:41:37,17.700
0,22:41:37,16.823
0,22:41:37,17.609
0,22:41:37,16.492
0,22:41:37,16.589
0,22:41:37,15.003
0,22:41:37,15.308
0,22:41:37,16.150
0,22:41:37,13.932
0,22:41:37,15.272
0,22:41:37,15.694
0,22:41:37,14.178
0,22:41:37,13.742
0,22:41:37,14.691
0,22:41:37,14.021
0,22:41:38,13.482
0,22:41:38,13.528
0,22:41:38,14.435
0,22:41:38,12.870
0,22:41:38,14.114
0,22:41:38,13.298
0,22:41:38,12.427
0,22:41:38,13.277
0,22:41:38,13.730
0,22:41:38,12.092
0,22:41:38,13.339
0,22:41:38,13.482
0,22:41:38,13.046
0,22:41:38,13.279
0,22:41:38,13.161
0,22:41:38,14.343
0,22:41:38,11.139
0,22:41:38,13.433
0,22:41:38,12.565
0,22:41:38,12.492
0,22:41:38,13.758
0,22:41:38,13.602
0,22:41:38,13.717
0,22:41:38,12.343
0,22:41:38,12.250
0,22:41:38,11.997
0,22:41:38,12.746
0,22:41:38,12.672
0,22:41:38,12.686
0,22:41:38,12.286
0,22:41:38,11.357
0,22:41:38,13.502
0,22:41:38,12.243
0,22:41:38,11.742
0,22:41:38,12.623
0,22:41:38,10.810
0,22:41:38,11.348
0,22:41:38,11.297
0,22:41:38,11.423
0,22:41:38,12.152
0,22:41:38,11.532
0,22:41:38,11.630
0,22:41:38,11.669
0,22:41:38,12.173
0,22:41:38,12.674
0,22:41:38,11.375
0,22:41:38,12.376
0,22:41:38,12.163
0,22:41:38,10.656
0,22:41:38,11.783
0,22:41:38,10.852
0,22:41:38,11.541
0,22:41:38,11.324
0,22:41:38,10.442
0,22:41:38,11.100
0,22:41:38,11.077
0,22:41:38,10.463
0,22:41:38,10.154
0,22:41:38,11.273
0,22:41:38,11.262
0,22:41:38,10.970
0,22:41:38,9.692
0,22:41:38,9.408
0,22:41:38,10.775
0,22:41:38,10.732
0,22:41:38,10.920
0,22:41:38,11.368
0,22:41:38,9.846
0,22:41:38,10.908
0,22:41:38,12.007
0,22:41:38,11.557
0,22:41:38,9.849
0,22:41:38,10.605
0,22:41:38,9.993
0,22:41:38,10.117
0,22:41:38,11.343
0,22:41:38,9.803
0,22:41:38,9.404
0,22:41:38,9.749
0,22:41:38,9.658
0,22:41:38,9.821
0,22:41:38,10.313
0,22:41:38,9.666
0,22:41:39,9.494
0,22:41:39,9.831
0,22:41:39,11.127
0,22:41:39,11.781
0,22:41:39,10.208
0,22:41:39,9.573
0,22:41:39,10.406
0,22:41:39,9.050
0,22:41:39,9.192
0,22:41:39,11.001
0,22:41:39,9.819
0,22:41:39,10.368
0,22:41:39,10.449
0,22:41:39,9.134
0,22:41:39,8.765
0,22:41:39,9.440
0,22:41:39,8.717
0,22:41:39,8.345
0,22:41:39,9.480
0,22:41:39,10.134
0,22:41:39,8.457
0,22:41:39,8.789
0,22:41:39,9.704
0,22:41:39,10.116
0,22:41:39,9.411
0,22:41:39,9.238
0,22:41:39,9.448
0,22:41:39,9.099
0,22:41:39,9.519
0,22:41:39,9.251
0,22:41:39,8.642
0,22:41:39,8.918
0,22:41:39,11.263
0,22:41:39,9.250
0,22:41:39,11.961
0,22:41:39,9.982
0,22:41:39,9.115
0,22:41:39,9.320
0,22:41:39,7.619
0,22:41:39,8.080
0,22:41:39,8.362
0,22:41:39,9.242
0,22:41:39,9.686
0,22:41:39,8.107
0,22:41:39,8.434
0,22:41:39,7.200
0,22:41:39,8.929
0,22:41:39,8.462
0,22:41:39,8.815
0,22:41:39,8.411
0,22:41:39,7.783
0,22:41:39,9.083
0,22:41:39,7.936
0,22:41:39,7.227
0,22:41:39,7.409
0,22:41:39,8.567
0,22:41:39,7.382
0,22:41:39,7.182
0,22:41:39,6.898
0,22:41:39,9.115
0,22:41:39,7.583
0,22:41:39,6.792
0,22:41:39,6.679
0,22:41:39,7.659
0,22:41:39,7.534
0,22:41:39,7.968
0,22:41:39,8.600
0,22:41:39,8.001
0,22:41:39,7.690
0,22:41:39,7.015
0,22:41:39,6.744
0,22:41:39,6.792
0,22:41:39,6.969
0,22:41:39,6.407
0,22:41:39,7.078
0,22:41:39,8.042
0,22:41:39,7.199
0,22:41:39,7.175
0,22:41:39,6.478
0,22:41:39,7.032
0,22:41:39,5.894
0,22:41:39,6.433
0,22:41:39,7.101
0,22:41:39,8.492
0,22:41:39,6.696
0,22:41:39,6.087
0,22:41:39,5.896
